row_id,utterance,draft_Formality,draft_Energy,draft_Intimacy,draft_Humor,draft_Curiosity,reviewed_Formality,reviewed_Energy,reviewed_Intimacy,reviewed_Humor,reviewed_Curiosity,style,sample_bucket,notes,source_line,label_status
169,"O K So fifty dollars ticket, please",75,35,32,6,56,75,35,32,6,56,learner_request,polite_request,"draft label for human review: polite_request, polite spoken form, learner disfluency/repair",10021,human_reviewed
170,"Yes, ah I wanna go to there as soon as possible so please tell me the way to the fastest way",81,39,40,6,56,81,39,40,6,56,learner_request,polite_request,"draft label for human review: polite_request, polite spoken form, personal or direct-address speech, learner disfluency/repair",1410,human_reviewed
171,"So, erm please recommend me some urn new one",75,35,40,6,56,75,35,40,6,56,learner_request,polite_request,"draft label for human review: polite_request, polite spoken form, personal or direct-address speech, learner disfluency/repair",60066,human_reviewed
172,So will will you please change another one,75,35,32,6,56,75,35,32,6,56,learner_request,polite_request,"draft label for human review: polite_request, polite spoken form, learner disfluency/repair",76892,human_reviewed
173,So er please eat the cake by er yourself and take a photo and send it to me later,81,39,40,6,56,81,39,40,6,56,learner_request,polite_request,"draft label for human review: polite_request, polite spoken form, personal or direct-address speech, learner disfluency/repair",133286,human_reviewed
174,are two dogs,34,21,22,8,36,34,21,22,8,36,short_reaction,short_reaction,draft label for human review: short_reaction,7807,human_reviewed
175,Urr I like bossa nova,27,32,30,8,18,27,32,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",30514,human_reviewed
176,that was that big,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,38099,human_reviewed
177,twenty-three years old,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,69371,human_reviewed
178,This is urmm Akira Kurosawa's,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",3940,human_reviewed
179,"Ur Yeah, home party",27,24,32,12,18,27,24,32,12,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",73615,human_reviewed
180,"Er very good, thank you",37,36,24,8,18,37,36,24,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",4505,human_reviewed
181,I I no,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",62675,human_reviewed
182,Working place is uh Ochanomizu,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",88023,human_reviewed
183,it was wonderful,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",126467,human_reviewed
184,Uh-hum thank you,37,24,24,8,18,37,24,24,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",21361,human_reviewed
185,Oh my god,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",44133,human_reviewed
186,This is sen yen,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",59851,human_reviewed
187,A next train,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,23187,human_reviewed
188,"Fine, thank you",44,21,24,8,18,44,21,24,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,131524,human_reviewed
189,what time do we,27,24,30,8,36,27,24,30,8,36,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",65035,human_reviewed
190,Three months ago,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,139749,human_reviewed
191,It takes about one minutes,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",123347,human_reviewed
192,Oh thank you,37,24,24,8,18,37,24,24,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",6105,human_reviewed
193,"Mmm At home, yes",27,24,32,8,18,27,24,32,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",106455,human_reviewed
194,little fight sometimes,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,13414,human_reviewed
195,he he come home,27,24,32,8,18,27,24,32,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",25553,human_reviewed
196,The boy is pretty,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",84641,human_reviewed
197,receive the salary,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,126867,human_reviewed
198,"An spring, late spring",27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",114433,human_reviewed
199,My ex-girlfriend,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",28549,human_reviewed
200,st very tough,27,36,22,8,18,27,36,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",57646,human_reviewed
201,feel felt very happy,34,33,22,12,18,34,33,22,12,18,short_reaction,short_reaction,draft label for human review: short_reaction,80,human_reviewed
202,My major is er commerce,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",59321,human_reviewed
203,I mean the circle's room,34,21,30,8,18,34,21,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,7493,human_reviewed
204,They went to own home,27,24,32,8,18,27,24,32,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",60898,human_reviewed
205,I I janai,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",56698,human_reviewed
206,Oh I see,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",108386,human_reviewed
207,Movie in a theater,27,24,22,12,18,27,24,22,12,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",86391,human_reviewed
208,Suddenly it started raining,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",110454,human_reviewed
209,Hum ma good good area,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",83210,human_reviewed
210,"yeah, reading mails",34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,48330,human_reviewed
211,Erm ten ten yen,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",11165,human_reviewed
212,ah about a car,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",20722,human_reviewed
213,"Recently, I am very busy",27,36,30,8,18,27,36,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",42423,human_reviewed
214,site And I,34,21,30,8,18,34,21,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,27459,human_reviewed
215,doesn't notice the students' attitudes,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,55471,human_reviewed
216,"Yes err yes, I do",27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",87088,human_reviewed
217,Every menu shared,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,107423,human_reviewed
218,My favorite accessory is pearl,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",41048,human_reviewed
219,Ah because I don't,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",121720,human_reviewed
220,older brother lives there,34,21,32,8,18,34,21,32,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,32567,human_reviewed
221,Umm my fun my fun,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",34154,human_reviewed
222,"Have a nice day, too",34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,37438,human_reviewed
223,My high school,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",80004,human_reviewed
224,Everyone look like an enemy,27,32,22,8,18,27,32,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",5318,human_reviewed
225,Er near the police station,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",6349,human_reviewed
226,My friend is always win,27,24,40,8,18,27,24,40,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, personal or direct-address speech, learner disfluency/repair",58905,human_reviewed
227,It's happy end,34,29,22,12,18,34,29,22,12,18,short_reaction,short_reaction,draft label for human review: short_reaction,77872,human_reviewed
228,"Nice to meet you, too",27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",99584,human_reviewed
229,two thousand yen,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,6702,human_reviewed
230,Just sleeping and eating,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,53149,human_reviewed
231,date and er director's name,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",114365,human_reviewed
232,That's a good question,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,103940,human_reviewed
233,What's a pretty,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,86412,human_reviewed
234,I want to go,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",3927,human_reviewed
235,ur I I have exchange,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",101558,human_reviewed
236,where it comes,27,24,22,8,36,27,24,22,8,36,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",62991,human_reviewed
237,See you later,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,104250,human_reviewed
238,I don't like him,34,29,30,8,18,34,29,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,43409,human_reviewed
239,August nineteenth with my friends,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",60378,human_reviewed
240,"I hope so, too",27,28,30,8,18,27,28,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",137502,human_reviewed
241,"Everyone thinks so, maybe",27,28,22,8,18,27,28,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",70276,human_reviewed
242,Yes Of course,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",70066,human_reviewed
243,I bought this ticket,34,21,30,8,18,34,21,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,76598,human_reviewed
244,It is very it is,27,36,22,8,18,27,36,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",119614,human_reviewed
245,I like to watch movies,27,32,30,8,18,27,32,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",68981,human_reviewed
246,Mm-hm I can't,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",72622,human_reviewed
247,uhm small smaller small,27,24,22,8,18,27,24,22,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",102081,human_reviewed
248,I don't know the word,34,21,30,8,18,34,21,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,32631,human_reviewed
249,Near Sicily Island,34,21,22,8,18,34,21,22,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,37646,human_reviewed
250,I'm going to work,27,24,30,8,18,27,24,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",114421,human_reviewed
251,I call you first,34,21,30,8,18,34,21,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,29418,human_reviewed
252,I don't like watching soccer,34,29,30,8,18,34,29,30,8,18,short_reaction,short_reaction,draft label for human review: short_reaction,78937,human_reviewed
253,Er I like both,27,32,30,8,18,27,32,30,8,18,short_reaction,short_reaction,"draft label for human review: short_reaction, learner disfluency/repair",122853,human_reviewed
254,De she she paid the money to buy tie,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",117250,human_reviewed
255,We we went to to there uh went there eh by li little ship,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",47799,human_reviewed
256,How mu how mu how many urm un how many uhm the how how much is it,23,35,30,9,36,23,35,30,9,36,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",112075,human_reviewed
257,Ur I I I also learn,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",112574,human_reviewed
258,So we cannot buy er large large lan land,23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",44401,human_reviewed
259,"Er when I was high school student, er er I I went to mm China as er school event",29,39,38,9,18,29,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",20080,human_reviewed
260,"went to Amsterdam in Netherlands, and transit there and wen went to Athens in Greek, and transit again, and we went to Nicholas Island And we we stayed there mmm most",26,41,38,9,18,26,41,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",39868,human_reviewed
261,"But, in autumn, is is in I feel ur good to go out, and move a lot",20,37,38,9,18,20,37,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",65613,human_reviewed
262,I think ocean view uum nante good good from ee um rec recly,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",62700,human_reviewed
263,They um ze umm I I waited for you at in the front of umm Hachiko,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",6977,human_reviewed
264,"Mm so er I I think so, too",23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",49712,human_reviewed
265,I I prefer err the reason why is er mm I I I I don't like a small restaurant small restaurant,29,47,38,9,18,29,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",45658,human_reviewed
266,"And uu the the children is using rope, and they are talking about mm the pork",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",46008,human_reviewed
267,So so I I go back er with with my works,23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",108501,human_reviewed
268,I I look dolphins er eeto my heart is nanda,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",122012,human_reviewed
269,most hm suitable for the for father father,23,35,40,9,18,23,35,40,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",69939,human_reviewed
270,Erm they went to to the river and built a tent,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",48059,human_reviewed
271,mm some kind of a mm pai pair pair er sports,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",114029,human_reviewed
272,"And Irish pub, there are many people and, you know, there and almost all the all all the people in the Irish pub are standing",26,41,30,9,18,26,41,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",103778,human_reviewed
273,"Nike's Nike's logo mark co logo mark's color is white, ah but ah er the shoes is red",29,39,30,9,18,29,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",89221,human_reviewed
274,They were were eating too much,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",42039,human_reviewed
275,I want to go to um beach and very dry weather and uh uh I want to swimming and fishing,29,51,38,9,18,29,51,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",17170,human_reviewed
276,Mm but but I'm active as an artist,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",124196,human_reviewed
277,And they they se see er they saw,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",101210,human_reviewed
278,"So, uhm suu she is mhmm mhmm she wants to wants to use the computers, mhm and she communicate with mhm another persons with Internet",26,45,30,9,18,26,45,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",6953,human_reviewed
279,"And well uhm I think I have I also have book shelf, but I have a more big bigger bigger book shelves",29,39,38,9,18,29,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",54523,human_reviewed
280,"I I don't know the English word, butsukaru",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",13826,human_reviewed
281,sleep on romantic movie So I I like action and horror,23,47,38,13,18,23,47,38,13,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",18658,human_reviewed
282,"Yes, yes But it can't be helped",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",89573,human_reviewed
283,"Urrm many many many many country, I visit",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",15321,human_reviewed
284,"So, since I entered the university, I I started to play badminton, yes",20,41,38,9,18,20,41,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",20518,human_reviewed
285,"I I hurried, so I maybe",23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",38844,human_reviewed
286,Um the mm my son is er three three old now,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",50399,human_reviewed
287,Ah well the door is open and and there is cats and dogs in this room,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",3212,human_reviewed
288,But I think law is basically something erm more hu human human thing and to express human feeling,29,39,38,9,18,29,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",82387,human_reviewed
289,"So , every Sunday, and I I carry wi err I I I brought to I brought to the err practice and match with my son",26,45,38,9,18,26,45,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",90170,human_reviewed
290,"Oh s sometimes, but not not not such this",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",49732,human_reviewed
291,"But if if it finished uum early, I can go your party",23,35,38,13,18,23,35,38,13,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",124579,human_reviewed
292,I'll come back later When when what time,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",76902,human_reviewed
293,I I want to buy er new shoes,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",77580,human_reviewed
294,"So so we can find them in soap or towel, the front of mm refrigerator, the pillow",20,41,38,9,18,20,41,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",3429,human_reviewed
295,"And then, er she she left the department store with many bags for her present er not only er her husband, but just she she had many bags",26,41,40,9,18,26,41,40,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",94902,human_reviewed
296,I I like to go shopping,23,43,38,9,18,23,43,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",59520,human_reviewed
297,Well the urr product maker maker is the same so no problem,23,39,30,9,18,23,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",73752,human_reviewed
298,"At least, erm it it will take er about er five or six hours",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",56262,human_reviewed
299,they they watch ee the monkey,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",44374,human_reviewed
300,Hum sh she ma ma ma making nandaro mm fish fish,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",113725,human_reviewed
301,they chu chu er they choose er choose food in the menu And ordered,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",107414,human_reviewed
302,"But er er in we in weekdays, er I'm very busy",23,47,38,9,18,23,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",61560,human_reviewed
303,"I mean , I've already finished my I mean, ur how how should I say, my cold season last week",26,41,38,9,18,26,41,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",134553,human_reviewed
304,the the accident was occurred with both,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",38851,human_reviewed
305,"Mhm yes, but this this lesson is",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",9966,human_reviewed
306,Um but um um I want waste I don't want er want to waste this ticket And I will take a train,29,39,38,9,18,29,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",55728,human_reviewed
307,So which which platform should I I should go,23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",106645,human_reviewed
308,"So, umm un until until last year, urr I played sports, lacrosse, er for four years",20,41,38,9,18,20,41,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",24756,human_reviewed
309,how how to get by train,23,35,30,9,36,23,35,30,9,36,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",81709,human_reviewed
310,Er so I I er I and my parents choose thi this apart er it it its,23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",79391,human_reviewed
311,Well usually I go to urr go go out eat dinner,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",26022,human_reviewed
312,"This week and I er tomorrow ah tomorrow or the nec nec I'm sorry, next next day or mm this Saturday, I'm free",36,41,40,9,18,36,41,40,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",9392,human_reviewed
313,And I c ur a few people are having ur ur coffee inside ja the log house,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",134466,human_reviewed
314,Yeah But I I didn't know,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",23964,human_reviewed
315,Mm I I have not yet but maybe,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",113233,human_reviewed
316,Um change the feed ah fee ah feed the food and and er change the water,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",122272,human_reviewed
317,"because, I I have another important ah appointment with our customer on business",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",22683,human_reviewed
318,"But I think ah there is a common common things, that is that is ver we ah they are very peaceful and comfortable atmosphere",29,51,38,9,18,29,51,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",34718,human_reviewed
319,So he so so they erm they went to the uhm lion site in the zoo,23,39,30,9,18,23,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",48157,human_reviewed
320,I will go up to the ur the I will go up to to the man that works at the train station,29,39,38,9,18,29,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",133566,human_reviewed
321,Urr I like urr I like a jazz and especially urr urr piano session piano session,23,43,38,9,18,23,43,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",34179,human_reviewed
322,watch the movie with big big music,23,35,30,13,18,23,35,30,13,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",58626,human_reviewed
323,And the truck comes and mm took took took it somewhere,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",39908,human_reviewed
324,So so they said ur good-bye at the ur entrance of the zoo,23,39,30,9,18,23,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",98233,human_reviewed
325,So now I I have no mo no job so uh this time uhm I'm I am I go I'm going to get a lo uh little money each people,29,43,38,9,18,29,43,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",97463,human_reviewed
326,"Next, erm they they saw a monkey",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",121465,human_reviewed
327,"Er by the way, er let's go out umm movie er on on next Sunday",23,35,30,13,18,23,35,30,13,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",107635,human_reviewed
328,Uum I I wait for you at the Shinjuku Station,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",48947,human_reviewed
329,I think I think he he enjoys his work very much,23,47,38,9,18,23,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",114176,human_reviewed
